Age,Gender,Region,SubscriptionLength,UsageFrequency,Complaints,PromotionsUsed,AverageSpending,PaymentMethod,DeviceType,CustomerChurned
46,Male,South America,3,9,2,0,40.36581104249019,Credit Card,Mobile,0
28,Male,Europe,7,8,0,2,50.26400578801231,Credit Card,Tablet,0
30,Female,Europe,19,9,4,4,65.16874062985956,PayPal,Desktop,0
45,Male,South America,20,8,3,2,52.6539234264778,Direct Debit,Mobile,0
42,Female,Europe,3,6,4,3,35.09143003271919,PayPal,Desktop,1
41,Male,Asia,1,5,5,1,74.43597506906112,PayPal,Desktop,1
31,Female,Asia,14,10,1,5,41.59173769215025,Credit Card,Desktop,0
20,Male,South America,11,10,2,1,31.003145430983096,Credit Card,Tablet,0
27,Male,North America,24,10,1,2,38.19404800466213,Direct Debit,Tablet,0
24,Female,North America,9,10,4,1,26.952051120282597,Credit Card,Desktop,0
40,Female,North America,14,10,2,3,24.573247160818013,PayPal,Tablet,0
37,Male,South America,24,10,2,5,60.44038238689228,PayPal,Tablet,0
29,Male,South America,15,8,5,0,57.18952711050662,Direct Debit,Tablet,0
30,Male,Europe,8,4,4,5,45.34486213164192,PayPal,Mobile,1
39,Female,Europe,8,5,2,4,41.93555764296954,Credit Card,Desktop,0
31,Female,Asia,24,10,1,1,21.050213549831792,Direct Debit,Tablet,0
29,Male,Europe,17,10,4,3,23.216549539897763,Direct Debit,Desktop,0
54,Male,Asia,9,5,2,5,42.02918925496496,PayPal,Desktop,0
29,Male,Europe,5,9,3,1,24.466423465406347,PayPal,Tablet,0
41,Male,Asia,14,10,3,0,63.2085230926679,Credit Card,Tablet,0
38,Male,Europe,20,10,2,3,53.033278123061386,Credit Card,Tablet,0
19,Female,Europe,7,6,2,2,72.48659232323232,Credit Card,Desktop,0
28,Female,Europe,16,10,3,2,44.62963456178309,PayPal,Tablet,1
43,Female,South America,3,5,6,2,15.663867773886793,Credit Card,Desktop,1
33,Male,North America,5,8,2,4,20.56783753021426,Credit Card,Mobile,1
20,Male,Europe,21,10,4,5,85.32924641454173,PayPal,Desktop,0
38,Female,South America,11,8,1,4,61.83635838875287,Direct Debit,Tablet,0
29,Male,Asia,22,10,1,5,65.9213666482646,PayPal,Desktop,0
39,Male,Europe,2,7,2,4,23.012751892823815,Direct Debit,Desktop,1
61,Female,North America,24,10,3,2,61.5219922976313,PayPal,Tablet,0
38,Female,Europe,19,9,1,5,66.46881773374622,PayPal,Desktop,0
41,Male,South America,5,10,1,5,33.5198917906254,Credit Card,Tablet,1
32,Male,North America,17,9,2,0,90.45153619767095,Direct Debit,Mobile,0
23,Male,South America,21,10,2,1,33.64904841732517,PayPal,Desktop,0
45,Male,Europe,3,7,1,3,92.68558482659046,Credit Card,Desktop,1
28,Female,South America,7,8,3,5,31.785579148884334,PayPal,Mobile,0
32,Female,Asia,20,10,2,1,57.3841597433516,Direct Debit,Tablet,0
52,Female,North America,8,8,3,5,54.19431863059884,Direct Debit,Tablet,1
31,Male,North America,24,10,2,1,40.83427703647212,Credit Card,Mobile,0
47,Female,Europe,1,10,1,4,27.528226572543662,Direct Debit,Desktop,1
38,Female,South America,24,8,2,3,54.19645922853579,Credit Card,Tablet,0
29,Female,Europe,9,10,0,5,58.10968591209162,PayPal,Desktop,0
38,Female,Asia,14,10,3,2,25.067273486389254,PayPal,Mobile,1
27,Male,Asia,5,7,2,3,31.110919895092625,Credit Card,Mobile,0
44,Male,Asia,1,3,5,3,69.30860480325578,Credit Card,Mobile,1
47,Male,North America,24,6,3,2,65.80982907302331,Direct Debit,Desktop,1
35,Female,North America,6,8,2,4,51.88147296436472,Credit Card,Mobile,0
48,Female,Asia,1,10,2,0,60.68298778051265,Direct Debit,Desktop,0
36,Male,North America,16,10,1,5,18.047569126062065,Direct Debit,Desktop,0
44,Female,Asia,3,9,4,0,41.79990419242639,Credit Card,Mobile,0
64,Female,North America,24,9,3,1,33.67959276531379,Direct Debit,Tablet,1
59,Female,Europe,6,3,2,3,46.05624820032556,PayPal,Desktop,0
33,Female,North America,5,6,2,5,47.149708282522475,Credit Card,Tablet,0
37,Male,Europe,6,6,2,1,53.61214657512814,Direct Debit,Mobile,1
24,Female,South America,13,10,1,4,35.866241124069994,Direct Debit,Mobile,0
42,Male,Asia,8,8,3,2,56.63732029330387,Direct Debit,Mobile,1
38,Female,North America,24,10,2,1,60.80108460262766,PayPal,Desktop,0
27,Female,Asia,24,10,4,0,85.16664308406104,PayPal,Desktop,1
46,Female,Asia,20,7,4,5,38.145449162257364,PayPal,Desktop,1
32,Female,South America,6,9,2,2,54.09826129254432,PayPal,Tablet,0
29,Male,South America,24,10,3,2,32.21998462606439,Direct Debit,Mobile,1
38,Male,Europe,3,8,3,4,34.85225394925702,Direct Debit,Mobile,0
30,Female,Asia,5,10,0,4,83.04528152326478,Credit Card,Tablet,0
34,Female,Asia,24,10,3,3,10.0,PayPal,Desktop,1
52,Male,South America,1,8,1,1,53.71302523694896,Direct Debit,Desktop,0
28,Female,Asia,5,7,2,1,63.00787674823438,Credit Card,Mobile,0
41,Male,Asia,19,10,3,0,28.869901046272144,Credit Card,Desktop,1
29,Male,Asia,5,9,0,5,79.23563720155093,Direct Debit,Mobile,0
25,Male,South America,12,10,0,2,60.121031290136614,Credit Card,Desktop,0
34,Female,Asia,19,10,3,3,96.12709238990422,Credit Card,Mobile,1
61,Male,North America,4,9,3,3,49.65029692791647,PayPal,Mobile,1
42,Male,South America,13,10,1,5,32.195808286811584,Direct Debit,Desktop,0
39,Male,Asia,24,10,0,0,120.24580053150608,PayPal,Desktop,0
29,Female,Europe,24,10,4,4,70.19650488596176,Direct Debit,Mobile,1
31,Female,South America,13,10,0,3,14.35896642751942,Credit Card,Desktop,0
20,Female,Asia,22,10,2,3,67.56337968913115,Direct Debit,Tablet,0
52,Male,Europe,12,9,2,3,26.466002500016756,Credit Card,Desktop,0
37,Female,Europe,24,10,0,2,31.36363099015958,Credit Card,Tablet,0
36,Female,South America,24,10,2,4,26.827439715474966,Direct Debit,Mobile,0
37,Male,Europe,10,10,1,4,57.015680294127,Direct Debit,Tablet,0
55,Female,South America,4,8,2,0,47.2775076721861,PayPal,Mobile,1
37,Female,Asia,1,9,1,4,74.49919463891504,PayPal,Desktop,0
33,Male,North America,10,10,1,2,37.119217880861626,PayPal,Desktop,0
52,Male,Asia,14,10,0,2,51.59449819350651,Direct Debit,Tablet,0
33,Male,South America,11,6,1,0,101.6746883521451,PayPal,Tablet,0
18,Female,North America,5,9,0,4,46.12014622594979,Direct Debit,Mobile,0
19,Female,South America,15,10,2,2,55.86531669529218,Credit Card,Mobile,0
33,Male,Asia,11,8,0,0,42.63427812129095,Credit Card,Mobile,0
37,Female,Europe,3,10,0,0,30.535759751926996,Direct Debit,Tablet,1
43,Male,Asia,5,1,3,3,71.3193272139734,PayPal,Mobile,1
25,Male,Europe,19,10,0,4,63.13342303135543,PayPal,Mobile,0
32,Male,North America,5,7,3,1,11.447808667186855,Credit Card,Desktop,1
26,Female,Asia,10,8,2,5,78.42896548762336,Direct Debit,Desktop,0
46,Female,North America,1,2,1,5,39.129217980162196,PayPal,Tablet,1
47,Male,Asia,15,9,1,4,33.055726995597766,Credit Card,Tablet,0
54,Male,Europe,24,10,2,2,92.65869636955566,PayPal,Desktop,0
38,Female,Europe,5,10,0,0,44.540267853758564,PayPal,Desktop,0
53,Female,Asia,23,10,0,2,32.245331725641904,Direct Debit,Desktop,0
28,Female,North America,24,10,0,3,76.85093711655091,Direct Debit,Desktop,0
37,Female,North America,14,9,0,4,48.349849585894475,PayPal,Desktop,0
24,Male,Europe,6,10,3,4,86.97551664908754,Direct Debit,Mobile,1
40,Female,North America,16,10,1,2,22.004801369923985,Credit Card,Desktop,0
37,Male,Europe,6,9,2,1,48.06673632524719,Credit Card,Desktop,0
18,Female,Asia,21,10,0,4,67.90631266946299,Direct Debit,Mobile,0
46,Male,South America,4,6,2,0,52.379674871959345,Direct Debit,Desktop,0
43,Male,Europe,24,10,1,1,77.48928044513323,Direct Debit,Mobile,0
29,Male,Asia,5,10,1,3,47.82374882155795,PayPal,Desktop,0
37,Male,Asia,24,9,4,3,47.92765678810604,Direct Debit,Tablet,1
20,Male,North America,9,10,2,4,30.050558977145222,Direct Debit,Mobile,1
27,Male,North America,7,7,3,0,61.593561115524956,PayPal,Desktop,1
51,Male,Asia,10,7,1,4,68.34611791095871,Credit Card,Mobile,0
23,Female,South America,13,10,3,0,70.49981028373725,Direct Debit,Mobile,1
35,Female,South America,23,10,4,2,62.90709044099931,Direct Debit,Desktop,0
21,Female,Asia,24,10,4,1,50.44211339333135,PayPal,Mobile,0
38,Female,South America,10,10,2,4,35.80017479876112,Credit Card,Mobile,0
40,Male,South America,7,8,1,1,66.07129839595495,Direct Debit,Desktop,0
42,Male,Europe,24,10,1,1,54.9263697408056,Credit Card,Tablet,0
39,Female,Europe,2,6,3,1,30.59087734479663,Direct Debit,Tablet,1
49,Male,Asia,20,7,3,0,68.64622440778246,Direct Debit,Tablet,0
29,Female,North America,9,10,2,0,34.983860652335395,Direct Debit,Tablet,0
24,Male,North America,13,10,2,1,14.481307795943067,Credit Card,Mobile,0
29,Female,Europe,5,7,2,0,38.48415430812433,Credit Card,Tablet,1
21,Female,Asia,7,9,1,3,70.66459763852951,PayPal,Mobile,0
35,Female,Europe,3,8,5,3,71.7670725994401,PayPal,Desktop,1
33,Female,North America,7,9,2,5,55.62290572285491,Credit Card,Desktop,1
39,Male,Europe,1,6,3,4,11.627618505218265,Direct Debit,Tablet,1
18,Male,South America,20,10,1,4,82.75714667608696,Direct Debit,Tablet,0
34,Male,South America,17,10,0,4,38.1116172080886,PayPal,Desktop,0
47,Female,Europe,10,8,1,2,42.20737554390552,Credit Card,Desktop,0
40,Male,North America,5,8,3,4,53.91493825059462,PayPal,Desktop,1
18,Female,North America,5,8,3,4,17.638643259446326,Credit Card,Mobile,1
34,Female,North America,8,9,0,1,29.76136578190525,PayPal,Tablet,0
27,Female,Asia,11,8,3,3,40.22331246387651,Credit Card,Desktop,1
35,Female,South America,10,9,0,2,67.65028523417683,PayPal,Mobile,0
31,Female,Asia,13,10,2,0,47.96324621380592,Direct Debit,Mobile,0
52,Female,South America,5,3,1,1,32.25592984788011,Credit Card,Desktop,1
35,Female,Europe,1,10,2,2,67.35756761458076,Credit Card,Mobile,0
38,Male,Europe,1,10,0,0,15.442925748990504,PayPal,Mobile,0
34,Male,Europe,21,10,2,1,44.73272410093129,Credit Card,Tablet,0
39,Female,Europe,4,7,2,4,41.43103524707941,PayPal,Mobile,1
32,Male,Asia,24,10,1,2,53.13341053330958,Credit Card,Desktop,0
42,Female,South America,15,8,2,3,77.82825174758393,Credit Card,Mobile,0
31,Female,Europe,7,10,0,4,43.92758755889894,Direct Debit,Tablet,0
48,Female,Europe,24,6,1,2,64.35989047629003,PayPal,Tablet,0
39,Male,North America,1,5,3,1,32.12784283059425,Credit Card,Desktop,1
33,Female,Asia,12,9,2,1,54.54573094974337,Credit Card,Desktop,0
43,Male,South America,12,10,2,1,62.536661383043295,Credit Card,Desktop,0
39,Female,Europe,18,10,4,2,22.093749999910358,Credit Card,Tablet,0
43,Female,North America,1,7,2,0,27.710257100789775,Credit Card,Tablet,1
35,Female,South America,12,10,1,2,51.83279335880015,PayPal,Desktop,0
32,Female,Asia,21,10,0,4,54.301602389530665,PayPal,Mobile,0
36,Male,North America,21,10,2,4,76.55283561659074,Direct Debit,Mobile,0
29,Male,North America,6,10,2,5,44.10404945898662,PayPal,Tablet,0
44,Male,Asia,11,9,4,2,41.02766474761714,Direct Debit,Mobile,0
49,Female,North America,4,6,3,1,47.26697849029606,PayPal,Mobile,1
40,Female,South America,17,10,1,5,19.249787550637272,Direct Debit,Desktop,0
49,Male,South America,1,9,5,2,54.990265793591405,Direct Debit,Desktop,1
46,Female,Europe,24,10,1,4,40.13866949644533,PayPal,Mobile,0
32,Female,North America,7,7,1,1,40.62431845357246,PayPal,Mobile,0
43,Male,Asia,8,10,2,5,59.53738474017099,Direct Debit,Mobile,0
22,Male,Asia,17,9,0,1,65.07559511264618,Credit Card,Tablet,0
36,Female,Asia,18,9,2,5,36.16836659242744,Direct Debit,Desktop,0
23,Male,Asia,11,10,3,0,19.438646145431978,PayPal,Tablet,0
33,Male,Europe,11,10,1,1,31.932354187228427,Credit Card,Desktop,0
20,Female,North America,24,10,2,0,39.606649583103305,Credit Card,Mobile,0
45,Female,South America,24,10,3,0,57.60858050239657,PayPal,Mobile,0
31,Male,Europe,24,10,3,0,10.962334866081356,PayPal,Desktop,0
44,Male,North America,3,7,2,5,65.54692401876011,Direct Debit,Mobile,0
34,Female,Asia,13,10,0,1,54.78187136739916,Direct Debit,Tablet,0
18,Male,North America,6,8,2,0,24.610322146503698,PayPal,Mobile,0
30,Male,South America,21,10,1,3,73.91034567075157,Credit Card,Tablet,0
29,Male,South America,16,10,0,0,52.72564239288144,Credit Card,Desktop,0
34,Female,South America,10,6,1,2,31.536358126973177,PayPal,Mobile,1
50,Female,Europe,22,10,2,2,69.86684833964893,Direct Debit,Desktop,0
51,Male,Europe,2,8,0,1,97.77674159177471,Credit Card,Mobile,0
32,Female,Europe,11,9,4,0,40.38546509352421,PayPal,Desktop,1
22,Male,North America,7,10,1,4,73.8639608594856,Direct Debit,Mobile,1
27,Male,South America,24,10,3,2,11.09545261279942,Direct Debit,Tablet,0
39,Male,South America,20,10,2,1,54.978358656595965,Credit Card,Mobile,0
33,Male,Europe,10,8,3,2,18.51811993432804,Credit Card,Mobile,1
19,Female,Europe,6,8,1,4,26.869825731315046,PayPal,Mobile,0
29,Male,North America,19,10,6,3,54.37711029646658,Credit Card,Mobile,1
48,Female,Europe,17,10,1,3,51.41015664577145,PayPal,Mobile,0
37,Male,North America,24,10,1,2,44.17541964209283,Direct Debit,Desktop,0
35,Female,Europe,2,6,2,0,71.60433092082312,Credit Card,Mobile,0
31,Female,Asia,6,8,4,0,23.05079685025185,PayPal,Desktop,1
30,Female,North America,14,8,1,5,86.38612182625748,PayPal,Desktop,0
40,Female,Europe,3,10,3,4,57.98737064143535,Direct Debit,Tablet,1
36,Female,Asia,1,9,1,3,48.314012360306045,PayPal,Mobile,1
42,Female,North America,2,8,2,5,38.65362833760049,Credit Card,Desktop,0
40,Male,South America,5,7,1,3,37.67011685950828,Direct Debit,Desktop,0
35,Male,South America,4,10,3,2,24.342479551740205,PayPal,Desktop,1
38,Male,Europe,24,9,2,4,52.65222358626675,Direct Debit,Tablet,0
29,Female,South America,12,10,0,0,36.44406447086686,Credit Card,Mobile,1
34,Male,South America,23,10,2,3,29.024747449939007,Credit Card,Mobile,0
48,Male,North America,1,6,2,4,53.707011128164524,PayPal,Mobile,0
35,Female,South America,1,7,3,4,68.30382311563096,Credit Card,Tablet,1
32,Male,Asia,5,5,1,5,67.77101631600107,Credit Card,Mobile,1
37,Male,Europe,20,9,3,0,77.66867186407627,PayPal,Mobile,1
23,Female,North America,5,10,3,4,71.4655684884695,Credit Card,Mobile,0
37,Female,Europe,24,10,1,4,52.1682822248916,Credit Card,Desktop,0
51,Female,South America,5,8,1,0,62.73230905667266,PayPal,Tablet,1
26,Male,Asia,12,9,3,2,22.852393235614095,PayPal,Tablet,0
37,Male,North America,20,10,2,5,68.61425231272509,Credit Card,Tablet,0
34,Male,Asia,24,10,3,2,52.83120838074229,Direct Debit,Mobile,1
34,Female,South America,10,6,0,5,34.94595488457339,Direct Debit,Desktop,0
34,Male,Europe,15,10,3,5,51.038292946376956,PayPal,Desktop,1
42,Female,Asia,12,10,2,4,64.37961666102125,PayPal,Desktop,0
24,Female,Asia,8,10,2,4,72.00104613965817,Credit Card,Tablet,0
41,Female,North America,13,7,6,2,52.815620841851405,PayPal,Mobile,1
35,Male,North America,24,10,3,0,38.99662713869864,PayPal,Desktop,1
18,Male,Europe,8,10,3,5,40.14691187711253,Direct Debit,Mobile,0
38,Male,Asia,6,8,1,1,41.81061642074283,PayPal,Desktop,1
36,Male,Asia,24,10,2,4,32.73317503627936,PayPal,Desktop,0
26,Female,North America,20,10,1,2,29.689002692716148,Direct Debit,Tablet,0
36,Male,South America,10,10,3,1,46.16644233877861,Credit Card,Desktop,1
21,Female,North America,6,10,1,5,24.787641940102855,Direct Debit,Desktop,1
28,Male,Europe,24,10,3,1,68.06377495467484,Direct Debit,Mobile,0
35,Female,South America,24,10,4,5,48.95916004956813,Credit Card,Mobile,0
18,Female,Asia,10,9,2,4,90.39136118522215,Direct Debit,Tablet,0
23,Female,Asia,15,10,4,2,65.47807854256732,PayPal,Desktop,1
24,Male,North America,6,8,2,4,16.24927958244642,PayPal,Mobile,0
35,Female,South America,24,10,4,3,29.779470850106968,Direct Debit,Mobile,0
39,Male,South America,1,7,2,3,37.754630289192576,Credit Card,Tablet,1
26,Female,Asia,11,9,2,1,10.0,Direct Debit,Desktop,0
25,Male,South America,14,10,3,0,38.6498676153213,Credit Card,Mobile,1
36,Male,Asia,1,6,2,0,32.751832749849754,PayPal,Tablet,1
36,Female,South America,23,10,1,5,105.61530919024253,Direct Debit,Tablet,0
27,Male,Europe,24,10,3,3,36.338042686527494,PayPal,Desktop,0
53,Male,South America,2,3,2,4,21.797168516234038,Credit Card,Desktop,0
36,Male,North America,1,5,0,0,52.13851316447337,Credit Card,Desktop,0
33,Male,North America,15,10,3,3,43.94697758719197,Direct Debit,Tablet,1
31,Male,South America,24,10,1,5,70.6319709921627,PayPal,Mobile,0
45,Male,North America,4,4,2,0,89.11273730315276,PayPal,Desktop,0
40,Female,North America,23,10,3,0,61.53911118423531,PayPal,Mobile,1
18,Male,Europe,9,10,2,2,45.92115243291592,PayPal,Mobile,0
28,Female,Europe,22,10,3,5,38.82130681379592,Credit Card,Mobile,1
30,Female,Asia,15,10,0,0,48.00332959368937,PayPal,Desktop,0
34,Female,South America,8,10,1,2,61.32544223131454,Credit Card,Mobile,0
41,Male,South America,24,10,4,3,57.41691005605722,PayPal,Mobile,1
24,Male,South America,24,10,1,0,44.499848101520534,Credit Card,Desktop,0
34,Male,Europe,7,6,2,2,80.0315532587592,Direct Debit,Tablet,0
51,Female,Europe,8,8,2,1,65.98662890488535,Credit Card,Mobile,0
35,Male,North America,24,10,3,5,46.511079625730915,Direct Debit,Tablet,0
28,Female,Asia,24,9,0,5,34.50761137020169,Direct Debit,Mobile,0
21,Male,North America,11,10,4,4,13.934012733930537,PayPal,Mobile,1
30,Female,North America,15,9,1,2,51.729519920793614,Credit Card,Mobile,0
24,Female,South America,16,10,2,2,44.05019582487379,PayPal,Desktop,0
31,Male,South America,15,8,1,3,45.92258261629197,PayPal,Tablet,0
40,Female,Europe,14,7,1,0,31.99898995343662,Credit Card,Mobile,0
35,Male,South America,1,6,2,0,72.23406506566562,Direct Debit,Desktop,0
30,Female,Asia,14,9,0,3,39.949353446271026,PayPal,Tablet,0
18,Male,Asia,15,8,1,5,49.3213182388545,Direct Debit,Mobile,0
43,Male,Europe,14,10,1,3,29.472074816509128,Credit Card,Desktop,0
31,Female,North America,16,9,2,4,51.04659241480974,Direct Debit,Mobile,0
36,Male,North America,2,10,3,3,79.9118173261931,Direct Debit,Tablet,1
25,Male,South America,10,8,4,3,53.5226257885446,Credit Card,Tablet,0
30,Male,Europe,11,10,1,2,90.84584241783739,Direct Debit,Tablet,0
29,Male,Asia,18,10,1,4,33.88329824012405,Credit Card,Desktop,0
21,Female,Asia,18,10,4,4,31.786990984321985,Credit Card,Desktop,0
25,Male,Europe,20,10,3,1,32.736752474517296,Direct Debit,Tablet,0
34,Male,North America,16,10,4,4,71.63330653095466,Direct Debit,Desktop,0
37,Female,Europe,6,7,4,1,27.6604436490298,PayPal,Mobile,1
28,Male,Asia,8,7,0,1,56.13822284242114,Credit Card,Tablet,0
22,Female,Asia,7,8,2,1,52.30176422226254,Credit Card,Tablet,0
31,Female,Asia,10,9,1,3,29.851641107926415,PayPal,Desktop,0
42,Male,Asia,5,7,1,1,50.24797924093443,PayPal,Mobile,1
25,Female,Europe,17,10,1,0,68.97026698704323,PayPal,Mobile,0
35,Male,North America,3,8,2,4,54.22906275952299,Credit Card,Tablet,0
28,Female,Europe,7,10,3,4,59.11050719467325,Direct Debit,Desktop,0
46,Male,Europe,24,10,5,2,29.710839524148334,PayPal,Desktop,0
29,Female,North America,5,6,0,2,55.38495693867268,Credit Card,Desktop,1
41,Male,Asia,24,10,0,1,64.72690701364388,Credit Card,Mobile,0
45,Male,South America,6,6,1,3,38.83983279571694,PayPal,Desktop,0
50,Male,North America,9,10,2,1,59.50463284809852,PayPal,Mobile,0
21,Male,Asia,24,10,3,1,64.69455902020295,PayPal,Mobile,0
21,Female,Asia,24,10,2,5,64.14945232919098,Direct Debit,Desktop,0
46,Female,Europe,24,10,3,3,56.055238509686745,PayPal,Mobile,0
45,Female,North America,12,10,2,0,42.42945594263411,Direct Debit,Tablet,0
28,Male,Europe,17,10,1,2,67.01184848365807,PayPal,Mobile,0
18,Male,North America,7,10,2,0,21.5789445343919,Credit Card,Mobile,0
35,Female,South America,8,10,2,4,30.951465766786058,PayPal,Mobile,0
19,Male,North America,20,10,3,1,42.46346850254237,PayPal,Desktop,1
26,Male,South America,24,9,1,0,45.68930892813526,Direct Debit,Tablet,0
36,Female,Europe,1,7,2,3,63.972027955484464,Direct Debit,Mobile,0
38,Male,North America,20,10,1,1,43.1250516606417,PayPal,Desktop,0
50,Female,North America,20,10,1,0,57.93277332080098,PayPal,Desktop,0
31,Female,South America,11,10,3,2,10.0,Direct Debit,Tablet,0
25,Male,South America,11,10,3,1,91.7413327708693,PayPal,Desktop,1
44,Female,North America,24,10,3,2,35.476902442960096,Credit Card,Mobile,0
38,Female,North America,5,10,3,5,24.94414854703396,Direct Debit,Mobile,1
31,Female,South America,5,8,0,4,44.23614185631727,PayPal,Desktop,0
35,Male,North America,24,10,5,1,28.872472172484915,PayPal,Mobile,1
31,Male,Europe,24,10,3,4,77.11347570291922,PayPal,Tablet,1
41,Male,North America,9,7,1,2,77.60950630471626,Credit Card,Mobile,1
51,Male,North America,24,10,1,3,19.66602650852618,Credit Card,Tablet,0
27,Female,Europe,17,10,0,5,60.748014849105644,PayPal,Tablet,0
39,Male,Europe,1,4,4,2,58.61036797205688,Direct Debit,Mobile,1
19,Female,Europe,7,9,3,4,55.73696643278186,Credit Card,Desktop,0
24,Male,South America,12,10,0,5,19.8113070192447,PayPal,Mobile,0
40,Female,North America,8,10,1,0,10.0,PayPal,Mobile,0
34,Male,Europe,13,10,2,4,60.96264071117935,PayPal,Mobile,0
23,Male,North America,24,10,2,4,15.826181071730275,PayPal,Desktop,0
35,Male,Asia,8,10,4,2,47.11798580039316,PayPal,Desktop,1
43,Male,North America,13,10,2,3,46.90815745977055,PayPal,Tablet,0
20,Male,Europe,24,10,2,2,37.158316964431435,PayPal,Mobile,0
52,Male,Europe,20,9,4,3,39.954666967718026,Credit Card,Tablet,0
40,Female,Europe,13,8,2,5,71.20835802717518,Direct Debit,Mobile,0
40,Female,Europe,24,10,2,0,39.89296852610857,Direct Debit,Mobile,0
34,Female,Asia,9,5,0,4,40.89073269825659,PayPal,Mobile,1
52,Female,South America,24,10,3,4,46.783103061221695,Credit Card,Tablet,1
44,Male,Asia,4,7,0,2,89.0891034585133,PayPal,Mobile,0
31,Female,Europe,14,9,1,4,90.86477903441207,Credit Card,Desktop,0
42,Female,Europe,2,6,3,5,59.742799129457026,Credit Card,Mobile,1
27,Male,South America,21,10,0,4,105.8112144328033,Direct Debit,Desktop,0
32,Male,Europe,16,10,2,0,34.91777342052398,PayPal,Tablet,0
49,Male,South America,24,10,2,5,47.68525443359611,Direct Debit,Mobile,0
38,Female,South America,6,10,0,0,33.29553465358578,PayPal,Desktop,0
41,Female,South America,7,5,1,5,63.8488561158447,Direct Debit,Mobile,1
46,Male,Asia,1,10,4,1,58.831418055381214,Direct Debit,Tablet,1
40,Female,South America,15,10,4,1,70.398518424233,PayPal,Desktop,1
26,Male,Asia,24,10,5,3,66.78582822401565,Credit Card,Desktop,0
51,Female,North America,22,9,1,2,44.679836397458665,Credit Card,Mobile,0
40,Female,Europe,14,10,3,3,64.45634354441506,Credit Card,Mobile,0
40,Male,North America,23,10,2,2,36.96292116406906,Direct Debit,Mobile,0
35,Male,Europe,4,4,4,4,42.3425363315289,PayPal,Desktop,1
46,Female,North America,9,7,1,2,79.11527553642773,Credit Card,Mobile,0
54,Male,Asia,1,6,5,3,45.4184858955193,Direct Debit,Tablet,1
31,Female,Asia,10,10,3,4,50.65136742540039,PayPal,Tablet,1
45,Female,Asia,3,10,0,1,46.400108466674766,Credit Card,Desktop,0
35,Female,South America,1,9,1,1,38.992720593607444,Credit Card,Tablet,1
18,Female,South America,6,9,3,1,50.36704968303635,Credit Card,Tablet,0
20,Male,Europe,24,10,2,0,62.99783205741869,PayPal,Tablet,0
39,Female,Europe,24,10,3,3,62.44063849107103,Direct Debit,Tablet,1
45,Female,Asia,15,10,3,1,36.008871245530756,PayPal,Mobile,1
41,Male,South America,7,9,3,0,44.774710449303676,PayPal,Mobile,1
42,Female,Asia,6,9,2,2,69.1136086490671,PayPal,Desktop,0
60,Female,South America,13,8,2,0,17.55360053504546,Credit Card,Mobile,0
40,Female,Asia,3,10,0,0,48.499763355726884,PayPal,Desktop,0
32,Male,Asia,8,9,2,1,53.7756006543159,Direct Debit,Desktop,0
33,Female,North America,24,10,1,3,29.05703909738214,Credit Card,Tablet,0
51,Male,Europe,1,8,1,1,67.12677184522926,PayPal,Tablet,1
22,Female,Asia,5,7,0,2,25.685308555630456,PayPal,Desktop,0
47,Male,South America,7,9,3,5,51.96845946217647,Direct Debit,Mobile,0
35,Male,South America,6,9,1,5,64.02039574859822,Credit Card,Tablet,0
26,Male,North America,11,9,3,1,30.946592364153123,PayPal,Mobile,1
20,Male,Asia,12,10,2,5,77.45408144773191,Direct Debit,Mobile,0
49,Female,South America,4,7,3,0,35.69500743455501,Direct Debit,Desktop,1
26,Male,Asia,7,7,1,3,29.88507717336101,Direct Debit,Desktop,1
35,Male,South America,1,4,1,5,44.4597660801043,Credit Card,Desktop,0
25,Female,South America,7,10,2,5,10.999803270554793,PayPal,Desktop,0
54,Male,South America,1,7,3,0,78.14225019299158,PayPal,Tablet,1
35,Female,South America,5,6,0,4,37.20605853582535,Credit Card,Mobile,0
21,Female,Europe,5,5,1,1,53.3435369677866,PayPal,Mobile,0
30,Female,South America,9,10,3,0,48.61007031900232,PayPal,Mobile,0
48,Female,North America,2,6,0,3,25.224643053496823,Direct Debit,Mobile,0
25,Male,Europe,18,10,1,1,75.98780776615747,Direct Debit,Tablet,0
31,Female,Asia,17,10,5,4,53.89521475950749,PayPal,Mobile,1
46,Male,South America,6,3,1,3,32.517995921555205,Direct Debit,Desktop,0
38,Male,South America,15,10,1,3,31.54362348267454,PayPal,Mobile,0
22,Female,South America,10,10,2,2,50.069464014641156,PayPal,Desktop,0
37,Male,North America,1,6,3,0,82.58596124732361,Credit Card,Mobile,1
33,Female,North America,5,10,1,4,60.130007833878935,Direct Debit,Tablet,1
35,Male,Europe,1,9,2,5,22.357996899991548,PayPal,Desktop,1
44,Male,North America,9,9,0,4,54.55165920481466,Direct Debit,Mobile,0
37,Male,Asia,20,10,2,1,51.658410019286336,Credit Card,Mobile,0
34,Male,Europe,16,10,2,3,49.40108441126091,PayPal,Desktop,0
33,Female,Europe,9,8,1,0,80.77798903844695,PayPal,Tablet,0
45,Female,North America,9,9,2,0,61.05487235134715,Credit Card,Mobile,0
27,Male,North America,24,10,5,4,55.4661064316554,Credit Card,Mobile,1
18,Male,Asia,24,10,0,5,59.60886266038801,Credit Card,Desktop,0
32,Male,Europe,16,10,1,3,86.82437937284419,Direct Debit,Tablet,0
