Age,Gender,Region,DeviceType,SubscriptionLength,UsageFrequency,Complaints,PromotionsUsed,PromotionsDriven,AverageSpending,PaymentMethod,DeviceType,CustomerChurned
43,Female,North America,Mobile,14,8,2,5,0,87.12788938262872,Direct Debit,Mobile,0
44,Female,North America,Mobile,1,9,3,3,1,73.05273648259912,Direct Debit,Desktop,1
21,Male,South America,Mobile,14,10,1,1,0,38.663328505592034,PayPal,Tablet,0
41,Male,Europe,Tablet,20,8,2,2,0,63.550924484145725,Direct Debit,Tablet,0
37,Female,South America,Mobile,11,10,3,5,0,45.138905731835884,Direct Debit,Desktop,1
18,Female,Europe,Desktop,24,10,1,4,0,14.391809059799563,PayPal,Mobile,0
30,Female,Asia,Desktop,24,10,2,4,0,62.89574283246853,Direct Debit,Mobile,0
33,Male,Asia,Mobile,24,10,1,2,0,49.86817696698932,PayPal,Desktop,0
35,Male,North America,Mobile,18,10,2,5,0,52.658834156102074,Credit Card,Desktop,0
21,Male,Asia,Desktop,23,10,5,3,0,10.0,Direct Debit,Mobile,0
27,Female,Asia,Desktop,21,10,1,5,0,61.847586507474674,Direct Debit,Desktop,0
28,Male,North America,Mobile,5,10,1,1,0,42.21078380741473,PayPal,Desktop,0
29,Female,North America,Mobile,24,10,0,1,0,46.2290293344342,Direct Debit,Mobile,0
29,Male,North America,Desktop,11,8,2,3,0,41.53347740000956,Direct Debit,Tablet,0
33,Female,South America,Tablet,8,10,2,3,0,69.88017713811435,Credit Card,Desktop,0
38,Female,Asia,Desktop,3,7,1,3,1,32.26900725934844,Credit Card,Mobile,0
52,Female,South America,Mobile,2,9,2,4,1,55.10754326775613,Credit Card,Mobile,1
43,Male,Asia,Desktop,8,10,1,5,0,75.07271719784666,Credit Card,Desktop,0
48,Male,Europe,Desktop,21,10,3,2,0,75.19784853286772,Credit Card,Mobile,1
30,Female,North America,Mobile,8,10,0,2,0,51.62913336787337,Credit Card,Mobile,0
24,Female,North America,Mobile,8,10,3,5,0,73.28414052601609,Direct Debit,Tablet,0
43,Male,South America,Mobile,16,10,3,4,0,54.340031979533784,Direct Debit,Desktop,1
34,Male,North America,Mobile,5,10,0,3,0,49.507343697284014,PayPal,Tablet,0
42,Male,Asia,Desktop,10,10,0,1,0,60.59628815835031,PayPal,Desktop,0
26,Female,Asia,Desktop,5,7,2,3,0,72.41664793253292,Credit Card,Desktop,0
41,Female,North America,Mobile,4,3,3,4,0,36.330793547517075,Credit Card,Mobile,1
33,Female,South America,Mobile,7,8,1,0,0,75.52220770197266,PayPal,Desktop,0
30,Male,Asia,Mobile,15,10,4,5,0,26.20190749869267,Credit Card,Tablet,1
31,Female,North America,Mobile,5,3,4,3,0,66.38380652764674,PayPal,Tablet,1
39,Male,North America,Desktop,24,10,3,5,0,48.56328617470602,PayPal,Desktop,0
42,Male,Asia,Desktop,1,8,4,3,1,28.65608757716165,PayPal,Tablet,1
31,Female,South America,Mobile,20,10,0,3,0,49.37739052387838,Direct Debit,Desktop,0
38,Male,Europe,Mobile,18,10,2,5,0,61.39076123892558,PayPal,Mobile,0
38,Female,North America,Tablet,2,6,2,5,0,56.793575792848166,PayPal,Desktop,1
42,Female,South America,Mobile,20,10,1,5,0,64.9763139534255,Direct Debit,Mobile,0
44,Female,South America,Mobile,1,10,2,2,1,86.64989507033107,Direct Debit,Desktop,0
53,Male,Asia,Desktop,12,8,0,5,0,65.56857653982823,PayPal,Tablet,0
30,Female,South America,Mobile,10,10,3,4,0,49.219795764355474,Credit Card,Tablet,0
49,Male,North America,Desktop,1,3,3,4,1,77.64358011198199,Direct Debit,Mobile,1
36,Female,Asia,Mobile,24,10,0,4,0,80.02438337547275,Direct Debit,Desktop,0
24,Female,Europe,Desktop,19,10,2,4,0,36.010845679165115,PayPal,Desktop,0
28,Male,Europe,Tablet,24,10,3,2,0,31.18017959462047,Direct Debit,Tablet,0
39,Female,North America,Mobile,2,9,2,3,1,53.26542920449789,PayPal,Desktop,0
42,Female,South America,Mobile,10,9,2,3,0,47.25055408864085,Direct Debit,Desktop,1
24,Female,Asia,Desktop,24,10,2,2,0,77.84317588291113,Direct Debit,Desktop,0
27,Male,Europe,Mobile,22,10,2,5,0,40.65495954229006,PayPal,Desktop,0
29,Male,Europe,Desktop,17,6,1,3,0,57.20817588248173,Direct Debit,Desktop,0
26,Female,Europe,Desktop,9,8,2,4,0,41.1825797077372,Direct Debit,Tablet,0
18,Female,South America,Mobile,16,10,3,2,0,54.41726846822324,Direct Debit,Mobile,0
18,Male,Europe,Desktop,8,10,0,2,0,57.11246241338484,PayPal,Desktop,0
31,Male,Europe,Mobile,24,10,2,5,0,31.402617775160437,Direct Debit,Mobile,0
37,Male,Europe,Desktop,11,10,4,5,0,85.74784943125594,Direct Debit,Desktop,1
41,Male,Europe,Desktop,7,5,5,1,0,47.68792159105422,Credit Card,Mobile,1
21,Male,North America,Mobile,24,10,1,1,0,64.36481219894787,PayPal,Desktop,0
21,Male,Europe,Mobile,14,10,2,5,0,19.123765946758127,PayPal,Desktop,0
29,Female,North America,Desktop,18,10,0,4,0,84.5020715815065,Credit Card,Tablet,0
35,Female,Asia,Desktop,1,10,2,4,1,37.74093245455474,Credit Card,Desktop,1
45,Male,Asia,Desktop,4,7,5,0,0,52.5948269063466,PayPal,Tablet,1
42,Female,Asia,Mobile,2,4,2,1,1,33.18354424281028,PayPal,Desktop,0
31,Female,North America,Mobile,10,9,0,2,0,46.267011496829646,Credit Card,Desktop,0
38,Male,South America,Tablet,5,6,2,4,0,74.6557555460685,PayPal,Desktop,0
26,Male,North America,Mobile,5,8,1,0,0,104.74842299892646,Direct Debit,Desktop,1
35,Male,North America,Mobile,2,8,3,0,1,66.32411565873508,Direct Debit,Tablet,0
34,Female,Asia,Desktop,11,10,2,3,0,94.15625176720918,PayPal,Tablet,0
49,Female,North America,Desktop,5,7,2,3,0,62.255908862721185,Credit Card,Mobile,1
39,Male,Europe,Mobile,5,9,3,4,0,78.23903682525656,PayPal,Mobile,1
27,Male,Europe,Tablet,9,8,1,1,0,48.17496100047343,Direct Debit,Mobile,0
27,Male,Europe,Desktop,24,10,2,4,0,54.32720882987413,Credit Card,Tablet,0
31,Male,North America,Mobile,18,10,1,1,0,64.64934042380378,Direct Debit,Desktop,0
19,Female,Europe,Mobile,24,10,3,3,0,47.68471533078954,Credit Card,Desktop,0
32,Female,Asia,Desktop,24,10,2,5,0,61.58203695129362,Credit Card,Mobile,0
33,Male,South America,Mobile,7,9,5,1,0,49.67928471606932,Credit Card,Desktop,0
39,Female,North America,Desktop,3,8,5,5,0,66.16787100088034,Credit Card,Mobile,1
41,Male,Europe,Mobile,3,7,3,1,1,77.08390072721781,Direct Debit,Mobile,1
35,Female,North America,Mobile,24,7,3,5,0,62.10254117968071,Direct Debit,Mobile,0
18,Male,Asia,Mobile,24,10,6,5,0,65.55283125066616,PayPal,Desktop,1
22,Male,Europe,Tablet,19,10,1,1,0,68.311418832267,Direct Debit,Desktop,0
28,Male,South America,Tablet,6,7,2,4,0,42.16516347006672,PayPal,Mobile,0
41,Female,North America,Desktop,17,10,1,2,0,52.59785259421017,Credit Card,Mobile,0
41,Male,Europe,Mobile,24,10,2,1,0,18.61349323503994,Direct Debit,Tablet,0
32,Female,Asia,Desktop,8,9,2,2,0,31.699438789813428,PayPal,Desktop,1
58,Male,South America,Desktop,4,6,2,5,0,47.29832321450786,Direct Debit,Tablet,1
50,Male,South America,Mobile,12,8,1,2,0,78.83896603218977,PayPal,Desktop,0
47,Female,Europe,Tablet,8,8,1,0,0,56.517450630174935,Direct Debit,Tablet,0
42,Male,Europe,Tablet,15,10,1,5,0,67.08957440011835,Direct Debit,Tablet,0
39,Female,North America,Mobile,8,9,0,2,0,87.9766103274491,Direct Debit,Desktop,1
38,Female,Asia,Desktop,1,8,1,3,1,70.74380350919326,PayPal,Mobile,0
18,Male,Asia,Desktop,24,10,0,3,0,106.4702224536146,PayPal,Mobile,0
24,Female,Europe,Mobile,20,10,1,3,0,63.99403045754609,PayPal,Tablet,0
32,Male,Asia,Desktop,24,10,2,3,0,49.29114467747498,Credit Card,Tablet,0
36,Male,South America,Desktop,11,8,4,3,0,73.7435665625582,Direct Debit,Tablet,1
33,Female,South America,Desktop,24,10,2,3,0,48.821255961053126,Credit Card,Mobile,0
37,Male,South America,Mobile,24,10,4,5,0,36.89138930938628,PayPal,Tablet,0
18,Male,Europe,Mobile,18,10,1,2,0,72.5609027199819,Credit Card,Desktop,0
40,Male,South America,Mobile,8,10,2,2,0,60.90049017298614,PayPal,Desktop,0
35,Female,South America,Desktop,7,9,2,1,0,54.47880624765161,Credit Card,Desktop,0
33,Female,North America,Desktop,5,9,2,1,0,11.674165673737619,Direct Debit,Desktop,0
44,Male,North America,Desktop,8,8,2,1,0,44.747732864322316,Credit Card,Mobile,0
24,Male,North America,Mobile,13,10,2,1,0,91.12186146285727,Direct Debit,Tablet,0
32,Male,Europe,Desktop,6,6,2,5,0,25.198556193180906,Credit Card,Tablet,0
37,Female,South America,Mobile,24,10,4,5,0,27.433338528343654,Direct Debit,Desktop,0
26,Female,South America,Mobile,9,10,3,3,0,50.578445300428015,PayPal,Tablet,0
18,Male,North America,Desktop,24,10,1,3,0,59.424916962427496,PayPal,Tablet,0
23,Male,Asia,Desktop,24,10,1,4,0,63.84002080591611,PayPal,Mobile,0
34,Female,Europe,Tablet,6,9,1,4,0,78.16859064601428,Credit Card,Mobile,0
32,Female,Europe,Tablet,6,8,2,0,0,59.38840168542857,PayPal,Tablet,0
34,Male,Europe,Mobile,24,9,2,2,0,56.569429892518805,PayPal,Desktop,0
28,Female,North America,Mobile,21,10,2,3,0,51.44715278215328,Credit Card,Desktop,0
21,Female,Asia,Desktop,23,10,1,5,0,58.61099923964728,Direct Debit,Desktop,0
36,Female,Europe,Desktop,14,8,2,5,0,27.456205589005684,Credit Card,Mobile,0
33,Female,North America,Mobile,9,7,1,0,0,74.22481912128077,Direct Debit,Tablet,1
41,Female,North America,Mobile,12,8,1,5,0,67.64266841241948,Direct Debit,Mobile,0
27,Female,Asia,Tablet,5,8,0,4,0,64.32156101066315,Direct Debit,Mobile,0
18,Male,Europe,Desktop,8,9,2,0,0,38.428917783974555,PayPal,Mobile,0
18,Male,Europe,Mobile,11,10,2,1,0,50.389965862276426,Direct Debit,Tablet,0
30,Female,South America,Desktop,12,9,4,3,0,57.67319164901812,Direct Debit,Tablet,1
36,Male,Europe,Desktop,1,7,2,1,0,79.68366471711366,Direct Debit,Desktop,1
32,Male,Asia,Mobile,6,8,6,0,0,67.38372059910584,PayPal,Mobile,0
29,Male,Asia,Desktop,12,8,2,5,0,59.05670693870863,PayPal,Tablet,0
19,Male,North America,Tablet,14,10,1,2,0,56.014065972201735,Direct Debit,Tablet,0
18,Female,South America,Desktop,5,9,4,5,0,59.89230911650064,PayPal,Desktop,1
38,Male,Asia,Tablet,24,10,5,5,0,91.74924412212579,Credit Card,Tablet,1
32,Female,Asia,Desktop,7,10,1,5,0,65.8500973700435,PayPal,Mobile,0
31,Male,Asia,Desktop,10,8,6,5,0,31.512564444772195,Credit Card,Tablet,1
19,Female,North America,Mobile,6,10,1,5,0,57.05032015559321,Direct Debit,Tablet,0
25,Female,Europe,Desktop,24,10,3,2,0,57.966480276476695,Direct Debit,Mobile,0
35,Female,Asia,Mobile,24,10,1,2,0,69.18941560094251,Credit Card,Tablet,0
37,Female,Europe,Desktop,4,7,0,0,0,45.4149812122905,Credit Card,Tablet,1
33,Male,Asia,Desktop,12,10,5,2,0,78.11218657965232,PayPal,Tablet,0
48,Male,Europe,Desktop,1,7,3,1,1,30.1755568147938,Credit Card,Tablet,1
29,Male,South America,Mobile,8,10,2,5,0,63.98257191958524,Direct Debit,Tablet,0
47,Male,South America,Desktop,2,9,3,0,0,33.24557237700493,PayPal,Tablet,1
37,Female,North America,Desktop,3,10,3,1,1,77.74536724583814,PayPal,Desktop,0
36,Male,Asia,Mobile,2,8,4,2,1,62.26109046230437,PayPal,Desktop,1
44,Female,South America,Mobile,5,8,4,0,0,49.35524631768869,PayPal,Mobile,0
28,Male,South America,Tablet,7,10,4,1,0,50.505627177516,PayPal,Tablet,0
31,Male,Europe,Mobile,24,10,1,3,0,34.91070991683458,Credit Card,Tablet,0
22,Female,North America,Mobile,9,9,1,3,0,65.58035198123066,Direct Debit,Mobile,0
44,Female,South America,Desktop,24,7,2,2,0,30.73846289633729,Credit Card,Mobile,0
38,Male,North America,Mobile,24,10,2,2,0,95.82235278753821,PayPal,Desktop,0
45,Female,Europe,Mobile,10,6,2,3,0,14.868045111574794,Direct Debit,Tablet,1
37,Female,Europe,Mobile,1,10,3,5,1,62.33866172496698,Credit Card,Mobile,0
46,Male,North America,Desktop,22,10,1,4,0,30.42356708749731,PayPal,Mobile,0
27,Female,South America,Tablet,24,10,3,5,0,58.91865219031803,Direct Debit,Tablet,1
44,Male,Europe,Desktop,8,9,4,1,0,39.98640426542884,Credit Card,Desktop,1
31,Female,Asia,Desktop,10,10,3,5,0,63.772656737939286,Direct Debit,Desktop,1
35,Male,North America,Mobile,4,10,1,5,0,43.642815916692335,PayPal,Tablet,0
42,Male,Europe,Tablet,19,7,3,3,0,68.63731594981542,Credit Card,Mobile,1
58,Female,Europe,Desktop,18,10,4,2,0,66.42742478603822,Credit Card,Desktop,1
43,Female,North America,Mobile,6,10,3,2,0,82.11180598251747,PayPal,Tablet,1
44,Female,North America,Mobile,10,8,0,0,0,53.56527302521788,Credit Card,Mobile,1
29,Female,South America,Mobile,14,10,3,1,0,59.50783475630075,Credit Card,Desktop,0
36,Male,North America,Tablet,3,7,4,2,1,29.08647032263481,Direct Debit,Mobile,1
34,Male,Europe,Desktop,12,10,0,1,0,58.763393679506144,PayPal,Desktop,0
49,Female,Europe,Mobile,6,5,1,0,0,74.21856391613629,PayPal,Mobile,1
33,Female,South America,Desktop,5,7,3,1,0,30.652601913259858,Credit Card,Desktop,1
48,Male,South America,Mobile,7,7,1,2,0,53.02117103829479,Credit Card,Tablet,1
21,Male,North America,Tablet,19,10,5,5,0,28.48132597027317,Direct Debit,Desktop,1
48,Female,Europe,Mobile,13,9,3,5,0,55.46275404114938,Direct Debit,Mobile,0
26,Male,Europe,Mobile,7,9,2,0,0,54.36904706769948,PayPal,Mobile,1
43,Female,Europe,Tablet,5,7,0,0,0,60.6178365134699,Credit Card,Desktop,1
26,Male,South America,Mobile,10,10,4,2,0,63.91393362718151,Direct Debit,Mobile,1
41,Female,South America,Desktop,1,6,2,5,0,50.96490361017671,Direct Debit,Tablet,0
25,Female,Asia,Desktop,24,10,2,3,0,50.86146083949292,PayPal,Desktop,0
45,Female,Asia,Desktop,19,9,4,5,0,51.76235207132076,Direct Debit,Mobile,1
43,Male,North America,Tablet,9,6,3,2,0,36.201110570775796,PayPal,Mobile,1
28,Male,North America,Desktop,15,9,1,5,0,46.53569391136938,Direct Debit,Tablet,0
40,Female,Europe,Mobile,10,8,0,0,0,72.40550918963214,Credit Card,Tablet,0
44,Female,Asia,Mobile,2,6,4,3,1,69.35983613948152,Direct Debit,Mobile,1
25,Male,North America,Desktop,5,6,0,4,0,85.00207378305058,PayPal,Mobile,1
24,Male,South America,Desktop,16,10,0,5,0,72.07387190441167,PayPal,Mobile,0
24,Male,North America,Desktop,10,10,1,1,0,65.58294696837517,Direct Debit,Mobile,0
22,Female,Europe,Mobile,19,10,2,1,0,68.22990341008116,PayPal,Desktop,0
24,Male,North America,Mobile,16,10,2,5,0,84.4458372027128,Direct Debit,Tablet,0
44,Female,South America,Mobile,1,6,7,1,0,23.75564123706664,PayPal,Desktop,1
40,Female,South America,Tablet,4,7,0,1,0,53.98764967943561,PayPal,Desktop,1
18,Male,Asia,Desktop,15,9,0,4,0,47.51976246449723,Credit Card,Mobile,0
29,Female,South America,Desktop,21,9,1,5,0,37.103130879151976,Credit Card,Desktop,0
23,Male,North America,Mobile,24,10,2,5,0,62.26318288171731,PayPal,Desktop,0
43,Male,South America,Desktop,24,10,1,2,0,71.18537009184382,PayPal,Mobile,0
30,Male,North America,Desktop,12,9,1,1,0,83.0845350322939,Credit Card,Tablet,0
19,Female,Europe,Desktop,19,10,3,1,0,58.79810248969147,PayPal,Tablet,1
36,Female,North America,Mobile,11,10,3,2,0,45.642190221705874,Credit Card,Desktop,1
41,Female,North America,Mobile,1,8,5,1,1,56.33483496530255,Credit Card,Tablet,1
25,Male,South America,Mobile,24,10,5,1,0,70.0387888008541,Credit Card,Desktop,1
32,Male,South America,Tablet,5,9,2,2,0,88.68257037107779,Direct Debit,Mobile,0
25,Male,South America,Mobile,9,9,3,0,0,71.3066134820771,Direct Debit,Desktop,0
47,Female,North America,Mobile,6,9,2,2,0,95.53662827858139,Direct Debit,Desktop,0
30,Female,Europe,Tablet,6,7,2,5,0,46.65086515292152,Direct Debit,Mobile,0
27,Male,South America,Desktop,24,10,1,5,0,58.39619131235095,Direct Debit,Tablet,0
34,Female,Europe,Desktop,12,9,1,0,0,61.00455173325838,Direct Debit,Mobile,1
32,Male,Europe,Desktop,24,10,3,1,0,37.70864068426216,PayPal,Mobile,1
41,Female,South America,Desktop,7,7,4,1,0,68.40994772468339,Direct Debit,Desktop,1
47,Female,Europe,Tablet,17,10,3,5,0,59.10273162175366,Credit Card,Desktop,1
47,Female,Europe,Desktop,9,8,2,3,0,53.8595696662068,PayPal,Mobile,0
31,Male,South America,Mobile,19,10,0,5,0,63.93550872110216,Direct Debit,Mobile,0
38,Male,Asia,Desktop,24,10,1,5,0,52.991945997151966,Direct Debit,Tablet,0
49,Male,North America,Mobile,1,7,1,1,1,35.360848939819476,Direct Debit,Desktop,1
50,Female,Europe,Mobile,7,10,0,5,0,60.06825341744965,Credit Card,Desktop,0
26,Male,North America,Mobile,13,9,4,3,0,53.01093487566005,Direct Debit,Tablet,0
40,Female,North America,Mobile,15,7,2,1,0,25.36952904611793,Direct Debit,Mobile,0
39,Female,North America,Mobile,1,9,5,5,1,46.81079068958313,PayPal,Desktop,1
44,Female,Europe,Desktop,4,6,5,5,0,45.90601068967647,Direct Debit,Tablet,1
47,Male,Europe,Mobile,16,10,3,1,0,104.73455186441652,PayPal,Desktop,1
24,Female,Europe,Mobile,10,10,4,2,0,44.68097937145899,PayPal,Tablet,1
28,Male,North America,Desktop,12,10,2,2,0,92.5703932335363,Direct Debit,Mobile,0
44,Female,Asia,Desktop,1,9,1,1,1,63.83156828026267,PayPal,Tablet,1
36,Male,North America,Mobile,1,8,2,1,0,24.5695535499774,Credit Card,Tablet,0
18,Female,Europe,Desktop,8,10,1,5,0,68.67415811535969,Credit Card,Desktop,0
18,Female,North America,Mobile,5,10,1,3,0,42.60531481766867,PayPal,Desktop,0
41,Female,Europe,Desktop,15,9,2,2,0,68.10117019603345,PayPal,Desktop,0
43,Female,Europe,Tablet,24,10,1,5,0,63.454984059628,PayPal,Tablet,0
21,Female,Europe,Desktop,15,9,1,1,0,46.59925871585506,Credit Card,Mobile,0
45,Female,Europe,Tablet,4,6,5,5,0,16.469573099721956,Credit Card,Tablet,1
33,Female,Europe,Mobile,6,8,0,5,0,51.03407169864708,Credit Card,Tablet,0
24,Female,North America,Mobile,22,10,1,3,0,38.933991770879224,Credit Card,Tablet,0
29,Female,North America,Mobile,12,9,1,0,0,89.96361184989493,Direct Debit,Tablet,0
22,Male,Asia,Desktop,5,9,3,4,0,62.82655033014487,PayPal,Desktop,0
28,Male,South America,Desktop,10,10,4,2,0,62.961701047029464,Credit Card,Desktop,1
18,Male,Europe,Mobile,6,10,1,5,0,46.90108636633879,Credit Card,Tablet,0
34,Female,South America,Desktop,24,10,3,1,0,60.13025398591033,PayPal,Tablet,1
40,Female,North America,Desktop,22,10,2,4,0,24.753245564849166,PayPal,Tablet,0
21,Female,Europe,Desktop,12,10,3,3,0,62.21794385400722,Direct Debit,Desktop,1
35,Female,Europe,Mobile,2,7,5,1,1,26.41831906367168,Credit Card,Tablet,1
26,Male,Europe,Desktop,24,10,2,3,0,51.87951421614966,Credit Card,Mobile,0
41,Male,Asia,Desktop,10,7,1,1,0,42.836086807731554,Credit Card,Desktop,0
18,Female,Europe,Mobile,20,10,0,1,0,77.81971900404608,Direct Debit,Tablet,0
42,Male,South America,Desktop,24,10,0,2,0,78.0793671164057,Credit Card,Tablet,0
18,Female,South America,Mobile,8,10,1,2,0,63.003902092568524,PayPal,Desktop,1
32,Female,South America,Desktop,12,9,1,3,0,44.801417180379005,Credit Card,Tablet,0
27,Male,North America,Mobile,20,10,2,2,0,61.7189770797421,Direct Debit,Desktop,0
31,Female,North America,Desktop,16,10,0,5,0,69.52937082782752,Direct Debit,Tablet,0
19,Female,Asia,Mobile,5,9,1,1,0,82.43494015118915,Direct Debit,Mobile,0
51,Male,South America,Mobile,6,7,4,0,0,10.0,Direct Debit,Desktop,1
22,Male,Asia,Mobile,10,10,1,3,0,37.8012831409072,PayPal,Desktop,0
22,Male,Asia,Desktop,24,10,1,3,0,64.77547781286019,Direct Debit,Desktop,0
52,Female,North America,Mobile,7,5,1,0,0,63.812807250819134,PayPal,Tablet,0
38,Female,Asia,Desktop,5,10,2,3,0,99.30365186932193,Direct Debit,Desktop,0
22,Male,North America,Mobile,24,10,2,5,0,64.5857734925386,Direct Debit,Mobile,0
33,Male,South America,Desktop,7,9,1,4,0,50.99158696229182,PayPal,Desktop,0
32,Male,North America,Tablet,17,10,0,1,0,78.15819903801511,Direct Debit,Tablet,0
18,Female,South America,Mobile,10,10,2,4,0,47.39458764681181,PayPal,Desktop,0
27,Female,Europe,Desktop,20,10,2,4,0,90.24136398808932,PayPal,Desktop,0
34,Female,Asia,Desktop,21,10,1,3,0,48.81292536989265,Direct Debit,Tablet,0
47,Male,Europe,Desktop,9,9,3,1,0,43.3919460507198,PayPal,Desktop,0
33,Female,North America,Mobile,24,10,2,4,0,24.364714771727606,PayPal,Mobile,0
33,Female,North America,Mobile,24,10,3,5,0,89.18300759007971,Direct Debit,Mobile,0
26,Female,Asia,Mobile,17,10,2,3,0,43.354957710153045,Credit Card,Desktop,0
45,Male,North America,Mobile,9,9,3,0,0,56.88482480250286,Direct Debit,Mobile,1
44,Female,South America,Desktop,5,8,0,3,0,72.62294380737117,PayPal,Desktop,1
42,Female,South America,Mobile,7,10,1,1,0,63.3816830857364,Direct Debit,Desktop,0
36,Female,Europe,Mobile,8,7,3,3,0,77.74960300528008,Credit Card,Tablet,1
19,Male,South America,Desktop,24,10,1,3,0,47.45171707957765,Direct Debit,Tablet,0
45,Female,South America,Desktop,24,10,0,5,0,68.06341115131963,PayPal,Mobile,0
35,Male,North America,Mobile,4,9,1,3,0,41.73108844205278,Direct Debit,Desktop,1
31,Female,Europe,Desktop,15,10,3,4,0,54.078290470818544,PayPal,Mobile,0
39,Male,South America,Desktop,24,10,0,1,0,30.850404119780578,Credit Card,Mobile,0
37,Male,Europe,Mobile,19,10,5,1,0,55.777636650393816,Direct Debit,Desktop,0
24,Male,North America,Desktop,7,10,2,3,0,83.81293490713846,PayPal,Desktop,0
31,Female,North America,Mobile,20,10,1,1,0,42.48825216741268,Direct Debit,Tablet,0
18,Female,Asia,Tablet,5,8,2,1,0,57.97643953243452,Direct Debit,Mobile,0
35,Male,South America,Mobile,4,3,1,2,0,49.698697949661195,Credit Card,Desktop,1
48,Female,Europe,Tablet,5,6,2,3,0,46.482240681790415,PayPal,Mobile,0
18,Female,Europe,Mobile,6,10,1,2,0,67.1944602102106,PayPal,Desktop,0
36,Male,Asia,Desktop,12,6,3,5,0,36.19702655341815,Direct Debit,Mobile,1
41,Male,South America,Mobile,1,9,3,5,1,54.33512158003131,Credit Card,Tablet,1
43,Female,Asia,Tablet,8,7,4,3,0,39.190687649120974,PayPal,Desktop,0
27,Female,Europe,Mobile,5,9,3,5,0,66.01193236850698,Direct Debit,Mobile,1
23,Female,South America,Mobile,10,9,4,1,0,50.03056090438621,Credit Card,Tablet,1
29,Female,Europe,Mobile,24,10,2,5,0,65.01702059043913,PayPal,Tablet,0
46,Female,North America,Desktop,1,8,1,4,1,10.0,PayPal,Tablet,0
18,Female,Asia,Mobile,9,10,3,3,0,79.85446858661362,Credit Card,Mobile,1
22,Male,South America,Mobile,21,8,2,4,0,30.27868045841656,Direct Debit,Mobile,0
30,Female,Europe,Mobile,24,10,0,5,0,57.530756259157364,PayPal,Mobile,0
25,Female,North America,Mobile,13,10,2,5,0,110.17801803443822,Direct Debit,Mobile,0
34,Male,North America,Desktop,5,9,1,1,0,25.737527126640586,PayPal,Tablet,0
49,Female,Asia,Desktop,6,5,1,2,0,33.77857603406082,Direct Debit,Mobile,0
22,Female,Europe,Mobile,6,10,1,1,0,56.35582421647764,PayPal,Tablet,0
33,Male,South America,Mobile,24,10,3,4,0,68.24455972594215,PayPal,Desktop,1
34,Female,South America,Desktop,17,10,5,2,0,65.0853949496406,PayPal,Mobile,0
31,Female,Europe,Mobile,19,10,1,1,0,61.162665339746525,Credit Card,Tablet,0
19,Male,Asia,Desktop,11,9,2,0,0,42.18438385872064,PayPal,Desktop,0
28,Female,Asia,Tablet,17,10,4,3,0,80.29127707469573,Direct Debit,Mobile,0
28,Female,Europe,Tablet,18,10,5,1,0,54.3062249249748,PayPal,Mobile,0
41,Male,Europe,Mobile,1,5,2,4,1,80.34273354845365,PayPal,Tablet,1
39,Female,South America,Desktop,4,9,2,2,0,28.96626165858582,Direct Debit,Desktop,0
19,Male,Europe,Mobile,22,10,3,5,0,65.4232844736303,Direct Debit,Mobile,0
31,Female,Europe,Desktop,24,10,4,5,0,83.7994512197711,Direct Debit,Tablet,1
29,Female,South America,Desktop,24,10,5,5,0,32.355947262997816,Direct Debit,Tablet,0
54,Male,South America,Desktop,7,6,1,2,0,81.51001188929588,Credit Card,Desktop,1
37,Male,Asia,Desktop,13,8,3,3,0,49.516595175336185,Direct Debit,Desktop,1
24,Female,North America,Mobile,24,10,2,1,0,108.00887009104001,Direct Debit,Desktop,0
27,Male,North America,Mobile,16,10,2,5,0,10.0,Credit Card,Desktop,0
31,Female,South America,Mobile,7,6,2,2,0,51.362246258727566,Direct Debit,Tablet,1
38,Female,Asia,Desktop,5,7,2,4,0,42.05694837990072,PayPal,Mobile,0
39,Female,Asia,Mobile,9,10,3,3,0,23.752885930473646,PayPal,Desktop,1
37,Male,South America,Desktop,14,10,4,3,0,64.4676310658557,Direct Debit,Desktop,0
32,Male,Europe,Tablet,22,9,1,3,0,93.10642433741208,Credit Card,Mobile,0
33,Male,North America,Mobile,5,10,2,4,0,62.80083022952364,PayPal,Desktop,1
33,Male,South America,Desktop,14,10,1,4,0,76.51343258854567,Credit Card,Tablet,0
18,Male,Europe,Desktop,24,10,1,5,0,98.04345990402084,Credit Card,Mobile,0
34,Male,South America,Desktop,12,10,1,1,0,66.55970886443046,Direct Debit,Tablet,0
29,Female,South America,Desktop,15,10,2,5,0,38.759606403546954,PayPal,Tablet,0
18,Female,North America,Desktop,22,10,3,4,0,32.71204373074512,PayPal,Mobile,0
59,Male,South America,Mobile,2,4,4,4,1,43.32128874942483,Credit Card,Tablet,1
38,Male,Europe,Desktop,2,6,1,2,1,30.248963585457645,Direct Debit,Tablet,1
35,Female,Europe,Mobile,24,10,3,4,0,63.62016302795324,PayPal,Desktop,0
31,Female,North America,Desktop,10,10,1,4,0,74.44698767902682,Direct Debit,Tablet,0
42,Female,Asia,Desktop,3,7,4,1,1,42.1547504380849,Credit Card,Tablet,1
23,Female,Europe,Desktop,6,8,1,5,0,79.01392173134292,Direct Debit,Tablet,0
31,Female,South America,Desktop,14,9,1,0,0,58.66689867036723,Credit Card,Desktop,0
25,Male,Europe,Mobile,8,7,1,2,0,37.94603873590583,Credit Card,Desktop,0
42,Female,North America,Tablet,7,9,3,4,0,58.63278319290467,PayPal,Mobile,0
